# CUI ; Name ; SemanticTypes
C0013456 ; Earache ; sosy
C0241057 ; Burning sensation of skin ; sosy
C0558035 ; Skin assessment ; diap
C1142113 ; Hyperalbuminemia ; patf
C0476414 ; Thyroid function tests abnormal ; fndg
C0263776 ; Coxitis ; dsyn
C1265833 ; Deep abscess ; patf
C1318460 ; Thyroperoxidase antibody assay ; lbpr
C0021296 ; Small for gestational age baby ; dsyn
C0028962 ; Oliguria and anuria ; sosy
C0031762 ; Photodermatitis, NOS ; dsyn
C0242461 ; Nonthrombocytopenic purpura NOS ; dsyn
C0013301 ; Duodenoscopy ; diap
C0344357 ; Nocturnal dyspnea ; fndg
C0086523 ; Laryngeal paralysis ; dsyn
C2168629 ; Lesion of scalp ; fndg
C2930812 ; Generalized elastolysis ; dsyn
C0234372 ; Intermittent tremor ; sosy
C0005953 ; Bone marrow ; tisu
C0234979 ; Dysdiadochokinesis ; sosy
C0398644 ; Waldenstrom's hypergammaglobulinaemic purpura ; dsyn
C0034151 ; Hyperglobulinemic purpura ; dsyn
C0422852 ; Auditory seizure ; patf
C0521662 ; Transient hemiplegia ; sosy
C0006265 ; Bronchial provocation test ; diap
C0175948 ; Infantilism ; dsyn
C0011992 ; Infantile diarrhea ; sosy
C0751354 ; Action myoclonus ; sosy
C0267072 ; Esophageal dysphagia ; dsyn
C0973461 ; Dysphasia ; mobd
C0392702 ; Abnormal involuntary movement ; dsyn
C0554400 ; Lactation problem ; fndg
C0751188 ; Post-dural puncture headache ; sosy
C0221058 ; Ophthalmoplegic migraine ; dsyn
C0006152 ; Swelling of breast ; fndg
C0585134 ; Perianal pain ; sosy
C0426870 ; Large hand ; fndg
C0423732 ; After pains ; sosy
C0271205 ; Altitudinal hemianopsia ; fndg
C0263473 ; Chromhidrosis ; fndg
C0149613 ; Acute mastitis ; dsyn
C0235109 ; Mental distress ; fndg
C0203464 ; Ultrasonography of abdomen ; diap
C0476305 ; Hypochondrial pain ; sosy
C0263625 ; Subcutaneous calcification ; dsyn
C1443947 ; Incomplete paralysis ; fndg
C0585540 ; Oculopalatal myoclonus ; sosy
C0025988 ; Microglossia ; cgab
C1301514 ; Schirmer I test ; diap
C1303222 ; Treponema pallidum particle agglutination test ; lbpr
C1531651 ; Chaddock's reflex ; fndg
C0269661 ; Vomiting of pregnancy ; patf
C0266150 ; Congenital microgastria ; cgab
C0430619 ; Acoustic rhinometry ; diap
C0233973 ; Painful penile erection ; sosy
C0343731 ; Penile warts ; sosy
C0012090 ; Dichotic listening test ; diap
C0264576 ; Mediastinal shift ; fndg
C0442974 ; Magnetic resonance imaging guidance ; diap
C0238117 ; Eunuchism ; dsyn
C0586354 ; Esophageal dysplasia ; dsyn
C0234371 ; Continuous tremor ; sosy
C0002971 ; Angiocardiography ; diap
C0600177 ; Low cardiac output syndrome ; patf
C0423670 ; Shoulder joint pain ; sosy
C2712370 ; Apparent life-threatening event in infant ; dsyn
C0232867 ; Orthostatic proteinuria ; dsyn
C0344955 ; Ventricular septal hypertrophy ; dsyn
C0522153 ; Urine color abnormal ; fndg
C0476320 ; Red blood cell morphology abnormal ; fndg
C1291078 ; Epigastric discomfort ; sosy
C0268617 ; Homocystinemia ; dsyn
C0030569 ; Secondary Parkinson's disease ; dsyn
C0751460 ; Flaccid tetraplegia ; sosy
C1304881 ; Myocardial biopsy ; diap
C0748427 ; Right atrial enlargement ; dsyn
C0333349 ; Nonsuppurative inflammation ; patf
C0684343 ; Pseudophakia ; fndg
C0038981 ; Swayback ; dsyn
C0231608 ; Girdle pain ; sosy
C0001161 ; Acoustic impedance test ; diap
C0521264 ; Laparoscopic biopsy of liver ; diap
C0236848 ; Age-related cognitive decline ; mobd
C0349781 ; Hibernating myocardium ; patf
C0272292 ; Acute idiopathic thrombocytopenic purpura ; dsyn
C0235698 ; Abdominal distension, gaseous ; sosy
C1304114 ; Generalized eczema ; dsyn
C0522251 ; Sinus pain ; sosy
C1579830 ; Blister of skin AND/OR mucosa ; fndg
C0263357 ; Erythema gyratum repens ; dsyn
C0039756 ; Thematic apperception test ; diap
C0744631 ; Swelling of head ; fndg
C0340979 ; Cryoglobulinemic purpura ; sosy
C0235567 ; Excessive bronchial secretion ; fndg
C1290854 ; Disorder of skull ; dsyn
C0523176 ; Mycoplasma culture ; lbpr
C0438434 ; Ring scotoma ; sosy
C0022953 ; Lactose tolerance test ; lbpr
C0149523 ; Acute cystitis ; dsyn
C0038003 ; Splenoportography ; diap
C2316166 ; Slit ventricle syndrome ; dsyn
C0155730 ; Nonruptured cerebral aneurysm ; anab,dsyn
C0231785 ; Carpopedal spasm ; sosy
C3463916 ; Factor I deficiency ; dsyn
C0476476 ; Generalized hyperhidrosis ; fndg
C0474605 ; Dry stool ; lbtr
C0423736 ; Scalding pain on urination ; sosy
C1827478 ; Nervous tension ; fndg
C0240691 ; Mass of penis ; fndg
C0265541 ; Cranioschisis ; cgab
C0270951 ; Ocular muscular dystrophy ; dsyn
C0231616 ; Beevor's sign ; sosy
C0264362 ; Bronchocele ; dsyn
C0231691 ; Cerebellar gait ; fndg
C0422991 ; Altitudinal scotoma ; fndg
C0239649 ; Numbness of foot ; sosy
C0021712 ; Intention myoclonus ; sosy
C3697172 ; Osteoporosis circumscripta ; dsyn
C0237987 ; Glucose-6-phosphate dehydrogenase deficiency anemia ; dsyn
C0201666 ; Toxoplasmosis test ; lbpr
C0264372 ; Bronchiolectasis ; dsyn
C0405348 ; Excisional biopsy of breast ; diap
C0277969 ; Abdominal pain through to back ; sosy
C0241254 ; Mucus in stool ; fndg
C0427825 ; Urine: orange ; lbtr
C0033777 ; Pruritus of genital organs ; sosy
C0024528 ; Malaise and fatigue ; sosy
C3887611 ; Restlessness ; sosy
C0427201 ; Floppy muscles ; sosy
C0553824 ; Apraxia, developmental ; mobd
C0522057 ; Numbness of skin ; sosy
C0574068 ; Rib pain ; sosy
